Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
pr,13007001,0,"Monday, January  7, 2013 11:31:46 UTC",19.4654,-68.3930,3.4,9.00,11,"Dominican Republic region"
ak,10636058,2,"Monday, January  7, 2013 11:04:19 UTC",55.4161,-135.7500,2.9,20.00, 6,"off the coast of Southeastern Alaska"
ak,10636057,2,"Monday, January  7, 2013 10:58:10 UTC",55.4218,-135.7570,2.6,20.00, 5,"off the coast of Southeastern Alaska"
ak,10632329,2,"Monday, January  7, 2013 10:34:53 UTC",53.8166,-164.6523,2.6,58.00,19,"Unimak Island region, Alaska"
nn,00398866,9,"Monday, January  7, 2013 10:32:09 UTC",38.7568,-118.7815,1.0,12.40,10,"Nevada"
hv,60447746,3,"Monday, January  7, 2013 10:21:27 UTC",19.3678,-155.2217,1.1,3.30, 8,"Island of Hawaii, Hawaii"
ak,10636055,2,"Monday, January  7, 2013 10:20:57 UTC",59.7857,-152.5682,2.2,62.90, 8,"Southern Alaska"
nc,71916456,1,"Monday, January  7, 2013 10:12:58 UTC",38.8073,-122.7962,1.6,3.80,35,"Northern California"
ci,15270913,2,"Monday, January  7, 2013 10:07:56 UTC",34.0035,-117.1792,1.2,5.30,66,"Greater Los Angeles area, California"
ak,10636054,2,"Monday, January  7, 2013 09:46:49 UTC",55.6507,-134.9843,2.3,20.00, 5,"Southeastern Alaska"
ak,10636053,2,"Monday, January  7, 2013 09:38:26 UTC",61.5673,-150.9148,1.5,81.20, 8,"Southern Alaska"
mb,13614565,2,"Monday, January  7, 2013 09:29:42 UTC",45.6140,-111.7381,2.2,9.60,36,"western Montana"
ak,10636052,2,"Monday, January  7, 2013 09:19:41 UTC",55.4930,-134.7124,2.4,20.00, 6,"Southeastern Alaska"
ak,10632316,2,"Monday, January  7, 2013 09:05:59 UTC",60.1524,-138.8198,1.8,4.00,10,"Southern Yukon Territory, Canada"
ci,15270889,2,"Monday, January  7, 2013 08:42:47 UTC",33.7667,-115.9342,1.2,1.10,40,"Southern California"
ak,10632315,2,"Monday, January  7, 2013 08:40:57 UTC",62.8103,-148.3987,1.2,67.30,10,"Central Alaska"
ak,10632313,2,"Monday, January  7, 2013 08:36:14 UTC",61.3596,-150.3952,1.8,45.70,13,"Southern Alaska"
ci,15270873,2,"Monday, January  7, 2013 08:17:15 UTC",33.3862,-116.4110,1.0,11.00,57,"Southern California"
uu,60000620,2,"Monday, January  7, 2013 08:12:32 UTC",44.4745,-110.5527,2.1,4.40,11,"Yellowstone National Park, Wyoming"
uu,60009717,4,"Monday, January  7, 2013 08:12:22 UTC",44.4798,-110.5542,1.8,2.00,14,"Yellowstone National Park, Wyoming"
ak,10636048,2,"Monday, January  7, 2013 08:05:19 UTC",56.0348,-135.2510,2.5,20.00, 5,"Southeastern Alaska"
ci,15270865,2,"Monday, January  7, 2013 07:46:35 UTC",33.3225,-116.1957,1.0,6.80,31,"Southern California"
ak,10636047,2,"Monday, January  7, 2013 07:44:34 UTC",55.6779,-134.8826,3.0,20.00, 6,"Southeastern Alaska"
hv,60447686,1,"Monday, January  7, 2013 07:31:59 UTC",18.9835,-155.4438,2.6,37.20,48,"Hawaii region, Hawaii"
uu,60009697,2,"Monday, January  7, 2013 07:26:45 UTC",44.4370,-110.3275,1.3,5.90,10,"Yellowstone National Park, Wyoming"
ak,10636046,2,"Monday, January  7, 2013 07:19:09 UTC",59.7390,-152.7081,2.3,159.10, 8,"Southern Alaska"
uu,60009687,4,"Monday, January  7, 2013 07:17:26 UTC",44.4300,-110.3322,2.0,8.80,20,"Yellowstone National Park, Wyoming"
ak,10636045,2,"Monday, January  7, 2013 07:15:39 UTC",62.7350,-150.5637,1.4,83.10, 6,"Central Alaska"
hv,60447681,1,"Monday, January  7, 2013 07:13:47 UTC",19.3467,-155.1243,1.8,8.10,15,"Island of Hawaii, Hawaii"
uu,60009677,2,"Monday, January  7, 2013 07:11:47 UTC",44.4420,-110.3522,1.0,3.20, 9,"Yellowstone National Park, Wyoming"
uu,60009672,2,"Monday, January  7, 2013 07:09:01 UTC",44.4370,-110.3260,1.3,11.10,12,"Yellowstone National Park, Wyoming"
uu,60009667,2,"Monday, January  7, 2013 06:58:42 UTC",44.4340,-110.3243,1.1,11.20, 9,"Yellowstone National Park, Wyoming"
uu,60009662,2,"Monday, January  7, 2013 06:56:01 UTC",44.4358,-110.3278,1.2,11.50,10,"Yellowstone National Park, Wyoming"
uu,60009657,2,"Monday, January  7, 2013 06:54:40 UTC",44.4293,-110.3168,1.0,12.50, 8,"Yellowstone National Park, Wyoming"
ak,10636044,2,"Monday, January  7, 2013 06:51:38 UTC",65.6331,-144.0003,1.1,5.60, 7,"northern Alaska"
nc,71916401,4,"Monday, January  7, 2013 06:50:50 UTC",40.5992,-123.3545,2.9,33.30,36,"Northern California"
us,c000ekiu,6,"Monday, January  7, 2013 06:49:07 UTC",24.5347,122.9130,5.2,73.30,166,"Taiwan region"
uu,60009652,2,"Monday, January  7, 2013 06:49:05 UTC",44.4277,-110.3223,1.0,10.60,10,"Yellowstone National Park, Wyoming"
nc,71916396,2,"Monday, January  7, 2013 06:44:14 UTC",37.4125,-118.6017,1.4,10.90,28,"Central California"
ak,10636043,2,"Monday, January  7, 2013 06:02:04 UTC",60.0972,-152.6253,1.9,99.10, 6,"Southern Alaska"
pr,13007000,0,"Monday, January  7, 2013 05:56:01 UTC",18.1100,-64.0211,2.5,16.00, 6,"Virgin Islands region"
ak,10636042,2,"Monday, January  7, 2013 05:53:08 UTC",62.1958,-149.3458,1.3,59.00, 6,"Central Alaska"
ak,10636041,2,"Monday, January  7, 2013 05:45:02 UTC",55.6868,-134.8870,2.3,20.00, 5,"Southeastern Alaska"
us,c000ekie,4,"Monday, January  7, 2013 05:32:44 UTC",28.3250,94.3088,4.2,18.10,18,"Arunachal Pradesh, India"
ak,10636040,2,"Monday, January  7, 2013 05:27:43 UTC",62.8826,-151.1816,1.5,103.60, 8,"Central Alaska"
ak,10636039,2,"Monday, January  7, 2013 05:24:48 UTC",55.2546,-134.6920,3.1,20.00, 6,"Southeastern Alaska"
ak,10636038,2,"Monday, January  7, 2013 05:07:07 UTC",55.6118,-135.0283,2.6,20.00, 5,"off the coast of Southeastern Alaska"
nm,010713a,A,"Monday, January  7, 2013 04:54:02 UTC",36.4695,-89.4935,1.5,5.40,14,"Tennessee"
ak,10632295,3,"Monday, January  7, 2013 04:41:15 UTC",63.1295,-149.7766,1.3,90.20, 9,"Central Alaska"
ak,10632286,2,"Monday, January  7, 2013 04:36:01 UTC",63.3605,-149.2900,2.3,96.00,36,"Central Alaska"
ak,10632285,2,"Monday, January  7, 2013 04:35:07 UTC",62.9376,-149.3254,1.2,76.50,14,"Central Alaska"
ak,10632281,2,"Monday, January  7, 2013 04:27:08 UTC",63.4787,-148.0882,1.0,7.00, 9,"Central Alaska"
ak,10632275,2,"Monday, January  7, 2013 04:19:57 UTC",61.7269,-150.5518,2.1,64.80,16,"Southern Alaska"
ak,10632276,3,"Monday, January  7, 2013 04:15:46 UTC",63.0426,-150.4642,1.3,95.70,10,"Central Alaska"
nc,71916351,3,"Monday, January  7, 2013 03:59:34 UTC",37.5173,-118.8742,1.8,6.90,35,"Central California"
nc,71916341,2,"Monday, January  7, 2013 03:53:50 UTC",37.5133,-118.8735,1.2,6.80,26,"Central California"
nc,71916336,2,"Monday, January  7, 2013 03:35:15 UTC",37.5512,-118.8318,2.0,15.60,16,"Central California"
nc,71916331,6,"Monday, January  7, 2013 03:34:32 UTC",37.5152,-118.8738,2.6,7.20,40,"Central California"
us,c000ekhu,D,"Monday, January  7, 2013 03:33:23 UTC",49.0345,-128.7151,4.4,10.00,24,"Vancouver Island, Canada region"
ci,15270841,2,"Monday, January  7, 2013 03:33:15 UTC",33.3102,-116.1870,1.3,10.30,57,"Southern California"
ak,10632259,2,"Monday, January  7, 2013 03:00:22 UTC",61.4876,-146.5344,1.5,31.60,14,"Southern Alaska"
ak,10636030,2,"Monday, January  7, 2013 02:45:19 UTC",55.9626,-135.3468,2.7,20.00, 5,"off the coast of Southeastern Alaska"
ak,10636029,2,"Monday, January  7, 2013 02:31:00 UTC",60.2147,-150.2165,1.5,52.90, 6,"Kenai Peninsula, Alaska"
ak,10632254,2,"Monday, January  7, 2013 02:23:44 UTC",62.1696,-147.8067,1.4,35.30,14,"Central Alaska"
ci,15270833,2,"Monday, January  7, 2013 02:23:16 UTC",33.5908,-116.8173,1.6,10.40,94,"Southern California"
ak,10632412,3,"Monday, January  7, 2013 02:06:04 UTC",61.6025,-149.6521,1.2,39.00, 8,"Southern Alaska"
ak,10632251,3,"Monday, January  7, 2013 02:03:23 UTC",51.5875,-177.7403,2.1,28.50,13,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71916311,4,"Monday, January  7, 2013 01:42:34 UTC",40.2155,-124.1135,2.6,13.40,27,"Northern California"
ak,10632243,2,"Monday, January  7, 2013 01:31:24 UTC",62.1272,-145.6682,2.5,19.30,25,"Central Alaska"
nc,71916306,0,"Monday, January  7, 2013 01:27:35 UTC",38.8077,-122.8195,1.1,2.30,20,"Northern California"
ak,10636023,2,"Monday, January  7, 2013 01:23:09 UTC",56.7869,-134.9960,1.8,1.60, 5,"Southeastern Alaska"
nc,71916301,1,"Monday, January  7, 2013 01:23:07 UTC",38.8193,-122.8257,1.2,3.00,28,"Northern California"
ak,10632232,2,"Monday, January  7, 2013 01:02:51 UTC",62.9063,-150.4800,1.3,88.20,11,"Central Alaska"
us,c000ekg1,4,"Monday, January  7, 2013 00:51:46 UTC",37.0572,-104.6437,2.5,5.40,28,"Colorado"
ak,10632230,2,"Monday, January  7, 2013 00:50:34 UTC",51.2338,-178.0478,1.9,13.50, 6,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000ekfq,7,"Monday, January  7, 2013 00:41:57 UTC",26.8387,56.1841,4.3,10.00,44,"Strait of Hormuz"
ak,10632226,2,"Monday, January  7, 2013 00:37:18 UTC",63.2702,-150.4794,1.8,126.80,22,"Central Alaska"
ak,10636018,2,"Monday, January  7, 2013 00:33:13 UTC",55.4054,-134.7951,2.9,20.00, 9,"Southeastern Alaska"
ak,10636017,2,"Monday, January  7, 2013 00:31:36 UTC",63.2195,-154.6752,1.6,10.00, 5,"Central Alaska"
ak,10636016,2,"Monday, January  7, 2013 00:21:18 UTC",63.1915,-150.5463,1.3,120.90, 8,"Central Alaska"
nc,71916271,1,"Sunday, January  6, 2013 23:53:45 UTC",38.8233,-122.8552,1.2,2.70,23,"Northern California"
ak,10632221,2,"Sunday, January  6, 2013 23:35:27 UTC",53.4599,-167.9667,2.7,149.50,16,"Fox Islands, Aleutian Islands, Alaska"
us,c000ekbx,5,"Sunday, January  6, 2013 23:22:32 UTC",40.1531,21.8193,4.3,11.80,37,"Greece"
ak,10632213,2,"Sunday, January  6, 2013 23:17:17 UTC",54.6792,-159.8274,3.4,13.20,26,"south of Alaska"
ak,10632212,2,"Sunday, January  6, 2013 23:13:03 UTC",61.4846,-151.1996,1.7,68.60,17,"Southern Alaska"
ak,10632210,2,"Sunday, January  6, 2013 22:44:19 UTC",53.4235,-165.6185,2.0,21.40,13,"Fox Islands, Aleutian Islands, Alaska"
uu,60009627,2,"Sunday, January  6, 2013 22:30:03 UTC",44.4368,-110.3408,1.3,7.10,11,"Yellowstone National Park, Wyoming"
nn,00398847,9,"Sunday, January  6, 2013 22:21:18 UTC",38.5705,-119.4377,1.3,0.00, 7,"Central California"
ci,15270801,2,"Sunday, January  6, 2013 22:16:57 UTC",34.1352,-117.0117,1.0,9.90,60,"Southern California"
nn,00398845,9,"Sunday, January  6, 2013 21:59:11 UTC",37.3321,-115.5716,1.5,0.00,13,"Nevada"
hv,60447581,1,"Sunday, January  6, 2013 21:55:35 UTC",19.3070,-155.5013,2.1,6.40,19,"Island of Hawaii, Hawaii"
ci,15270793,2,"Sunday, January  6, 2013 21:50:24 UTC",33.7053,-116.8042,1.1,18.70,47,"Southern California"
ak,10632200,2,"Sunday, January  6, 2013 21:49:34 UTC",62.1656,-145.5633,1.5,24.50,16,"Central Alaska"
nm,010713b,A,"Sunday, January  6, 2013 21:47:17 UTC",35.8918,-91.9482,1.8,2.10, 8,"Arkansas"
ak,10633541,2,"Sunday, January  6, 2013 21:46:39 UTC",55.2351,-134.6471,2.5,20.00, 9,"Southeastern Alaska"
nc,71916241,2,"Sunday, January  6, 2013 21:28:09 UTC",36.4705,-121.0447,1.2,5.20,14,"Central California"
ci,15270785,2,"Sunday, January  6, 2013 21:26:49 UTC",32.7400,-115.4825,1.5,7.00,22,"Southern California"
nn,00398843,9,"Sunday, January  6, 2013 21:21:52 UTC",37.4013,-115.6473,1.2,0.00, 4,"Nevada"
ak,10633540,2,"Sunday, January  6, 2013 21:20:18 UTC",56.1057,-135.3017,2.3,20.00, 7,"Southeastern Alaska"
nc,71916231,6,"Sunday, January  6, 2013 21:20:02 UTC",40.8462,-125.3722,3.1,21.50,51,"offshore Northern California"
ak,10632187,2,"Sunday, January  6, 2013 21:09:19 UTC",62.9062,-150.9627,1.7,105.80,24,"Central Alaska"
nn,00398838,9,"Sunday, January  6, 2013 20:56:15 UTC",38.5754,-119.4327,1.3,1.00, 7,"Central California"
ak,10632181,2,"Sunday, January  6, 2013 20:43:48 UTC",62.2434,-150.1654,1.3,8.00,16,"Central Alaska"
ci,15270761,2,"Sunday, January  6, 2013 20:33:45 UTC",33.1517,-115.6393,1.2,1.00,23,"Southern California"
ci,15270753,2,"Sunday, January  6, 2013 20:33:26 UTC",33.1522,-115.6408,1.3,1.70,29,"Southern California"
ak,10633536,2,"Sunday, January  6, 2013 20:32:21 UTC",55.2544,-134.7141,2.8,20.00,11,"Southeastern Alaska"
nc,71916211,2,"Sunday, January  6, 2013 20:31:19 UTC",38.4182,-119.2945,2.2,7.00,35,"Central California"
ak,10633535,2,"Sunday, January  6, 2013 20:31:17 UTC",62.6347,-137.0706,1.7,25.10, 7,"Southern Yukon Territory, Canada"
ci,15270745,2,"Sunday, January  6, 2013 20:29:08 UTC",33.1463,-115.6295,1.2,1.80,23,"Southern California"
ak,10632169,2,"Sunday, January  6, 2013 20:02:27 UTC",63.5682,-147.3488,1.9,4.80,32,"Central Alaska"
ak,10633533,2,"Sunday, January  6, 2013 19:43:51 UTC",55.6251,-135.2886,3.0,20.00, 6,"off the coast of Southeastern Alaska"
us,c000ek9z,5,"Sunday, January  6, 2013 19:39:03 UTC",45.6759,154.0767,4.9,27.20,162,"east of the Kuril Islands"
ak,10633532,2,"Sunday, January  6, 2013 19:33:45 UTC",62.1494,-152.1883,1.6,113.40,14,"Central Alaska"
nc,71916186,1,"Sunday, January  6, 2013 18:56:10 UTC",38.8112,-122.7952,1.1,3.30,22,"Northern California"
ak,10632151,2,"Sunday, January  6, 2013 18:38:24 UTC",62.9553,-149.1128,2.0,84.70,37,"Central Alaska"
ak,10632146,2,"Sunday, January  6, 2013 18:29:58 UTC",51.7528,-174.4145,2.2,34.40,17,"Andreanof Islands, Aleutian Islands, Alaska"
mb,13088414,2,"Sunday, January  6, 2013 18:28:49 UTC",45.6123,-111.7403,2.2,8.80,37,"western Montana"
us,c000ek91,5,"Sunday, January  6, 2013 18:24:45 UTC",17.1354,-94.9937,5.1,65.30,203,"Oaxaca, Mexico"
ak,10633529,2,"Sunday, January  6, 2013 18:21:15 UTC",58.5471,-136.9478,1.7,4.60,10,"Southeastern Alaska"
us,c000ek8z,6,"Sunday, January  6, 2013 18:17:31 UTC",-22.8753,-66.1020,4.9,252.60,27,"Jujuy, Argentina"
ak,10633528,2,"Sunday, January  6, 2013 18:15:16 UTC",55.4428,-135.0025,2.5,20.00, 8,"off the coast of Southeastern Alaska"
ak,10633527,2,"Sunday, January  6, 2013 17:48:25 UTC",55.6771,-135.1861,2.5,20.00, 7,"off the coast of Southeastern Alaska"
nc,71916166,2,"Sunday, January  6, 2013 17:42:33 UTC",36.0068,-121.4533,1.6,6.30,11,"Central California"
ak,10633526,2,"Sunday, January  6, 2013 17:35:09 UTC",55.7073,-135.1082,2.7,20.00, 8,"off the coast of Southeastern Alaska"
nc,71916161,2,"Sunday, January  6, 2013 17:33:47 UTC",36.7235,-121.2352,1.3,6.40,31,"Central California"
ci,15270729,2,"Sunday, January  6, 2013 17:25:08 UTC",34.0485,-117.2530,1.1,16.90,50,"Greater Los Angeles area, California"
pr,13006004,0,"Sunday, January  6, 2013 17:09:13 UTC",18.4724,-67.3994,2.4,21.00, 8,"Mona Passage, Puerto Rico"
nc,71916156,2,"Sunday, January  6, 2013 16:57:32 UTC",36.5007,-121.0810,1.1,4.90,17,"Central California"
ak,10632125,3,"Sunday, January  6, 2013 16:39:09 UTC",51.4609,-178.1353,1.8,13.10,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10633524,2,"Sunday, January  6, 2013 16:30:00 UTC",58.4688,-153.8201,2.1,70.10, 9,"Kodiak Island region, Alaska"
us,c000ek85,A,"Sunday, January  6, 2013 16:28:19 UTC",-26.2662,178.3941,5.1,634.00,119,"south of the Fiji Islands"
nc,71916141,3,"Sunday, January  6, 2013 16:09:15 UTC",37.4230,-121.7677,2.6,6.60,145,"San Francisco Bay area, California"
ak,10633523,2,"Sunday, January  6, 2013 16:01:34 UTC",63.3552,-150.3736,1.2,112.20,14,"Central Alaska"
ak,10633522,2,"Sunday, January  6, 2013 15:40:37 UTC",55.3832,-134.8838,2.6,20.00,10,"Southeastern Alaska"
ak,10633521,2,"Sunday, January  6, 2013 15:30:33 UTC",63.2033,-150.6668,1.3,119.80,13,"Central Alaska"
ak,10633520,2,"Sunday, January  6, 2013 15:25:52 UTC",63.2357,-150.6270,1.3,117.40,11,"Central Alaska"
us,2013kbar,4,"Sunday, January  6, 2013 15:24:14 UTC",29.9635,57.6047,4.1,10.00,17,"southern Iran"
ci,15270721,2,"Sunday, January  6, 2013 15:17:25 UTC",32.3243,-115.3447,2.3,8.30,20,"Baja California, Mexico"
nc,71916131,3,"Sunday, January  6, 2013 15:12:48 UTC",39.9535,-120.8587,1.6,9.20,11,"Northern California"
nc,71916111,3,"Sunday, January  6, 2013 14:54:20 UTC",38.7937,-122.7988,1.1,4.00,47,"Northern California"
ak,10632111,2,"Sunday, January  6, 2013 14:51:09 UTC",63.1147,-151.4123,1.2,13.00,17,"Central Alaska"
us,2013kbaq,5,"Sunday, January  6, 2013 14:34:57 UTC",-17.7506,-72.1091,4.7,87.90,19,"near the coast of southern Peru"
ak,10633517,2,"Sunday, January  6, 2013 14:21:08 UTC",59.0931,-152.8131,2.2,63.20,29,"Southern Alaska"
uw,60489792,2,"Sunday, January  6, 2013 14:16:18 UTC",47.6418,-120.3765,1.0,5.20, 6,"Washington"
ak,10632108,2,"Sunday, January  6, 2013 14:12:30 UTC",53.5934,-165.4600,2.0,40.70,12,"Fox Islands, Aleutian Islands, Alaska"
ak,10633515,2,"Sunday, January  6, 2013 14:04:31 UTC",63.8321,-148.4835,1.2,105.20,13,"Central Alaska"
ak,10633514,2,"Sunday, January  6, 2013 13:49:45 UTC",55.4797,-134.9433,3.3,20.00,12,"Southeastern Alaska"
ak,10633513,2,"Sunday, January  6, 2013 13:44:07 UTC",55.4511,-135.0109,2.3,20.00, 7,"off the coast of Southeastern Alaska"
ak,10633511,2,"Sunday, January  6, 2013 13:39:27 UTC",55.3522,-134.5934,2.6,20.00, 8,"Southeastern Alaska"
ak,10633510,2,"Sunday, January  6, 2013 13:32:04 UTC",62.8499,-149.5222,1.2,77.80,17,"Central Alaska"
pr,13006003,0,"Sunday, January  6, 2013 13:23:12 UTC",18.0538,-64.0418,2.7,28.00, 5,"Virgin Islands region"
pr,13006002,0,"Sunday, January  6, 2013 13:17:49 UTC",18.3397,-64.0625,2.8,52.00, 5,"Virgin Islands region"
ak,10633509,2,"Sunday, January  6, 2013 13:16:33 UTC",55.5179,-135.0660,2.8,20.00,10,"off the coast of Southeastern Alaska"
nc,71916086,3,"Sunday, January  6, 2013 12:45:16 UTC",39.9887,-120.5647,1.3,13.00,11,"Northern California"
ak,10633508,2,"Sunday, January  6, 2013 12:39:51 UTC",62.2510,-149.7189,1.2,51.10,16,"Central Alaska"
ak,10633507,2,"Sunday, January  6, 2013 12:14:33 UTC",55.4487,-135.3281,3.8,20.00,15,"off the coast of Southeastern Alaska"
nc,71916076,2,"Sunday, January  6, 2013 11:56:24 UTC",40.3197,-124.5683,2.4,21.70,27,"offshore Northern California"
ak,10633506,2,"Sunday, January  6, 2013 11:55:27 UTC",61.5965,-141.1869,2.0,3.60,17,"Southern Alaska"
us,c000ek6m,7,"Sunday, January  6, 2013 11:48:00 UTC",-24.2873,-67.0469,4.3,184.50,18,"Salta, Argentina"
ak,10633505,2,"Sunday, January  6, 2013 11:46:16 UTC",60.4226,-147.4135,1.6,10.70,21,"Southern Alaska"
ak,10633504,2,"Sunday, January  6, 2013 11:44:06 UTC",55.5542,-135.1324,2.9,20.00,10,"off the coast of Southeastern Alaska"
ak,10633503,2,"Sunday, January  6, 2013 11:35:49 UTC",55.4825,-135.3939,2.5,20.00, 9,"off the coast of Southeastern Alaska"
ak,10632101,2,"Sunday, January  6, 2013 11:34:58 UTC",62.0824,-145.2357,1.7,23.00,23,"Central Alaska"
nc,71916071,4,"Sunday, January  6, 2013 11:33:07 UTC",39.7990,-123.1897,1.6,9.10,33,"Northern California"
ak,10633501,2,"Sunday, January  6, 2013 11:29:49 UTC",55.4214,-134.4942,2.2,10.90, 6,"Southeastern Alaska"
nc,71916061,3,"Sunday, January  6, 2013 11:25:07 UTC",39.7935,-123.1842,1.6,7.10,32,"Northern California"
uu,60009592,6,"Sunday, January  6, 2013 11:18:56 UTC",44.3992,-110.5080,1.1,2.40,12,"Yellowstone National Park, Wyoming"
ak,10632092,3,"Sunday, January  6, 2013 11:18:41 UTC",60.0621,-153.3177,2.6,144.30,47,"Southern Alaska"
us,c000ek6c,9,"Sunday, January  6, 2013 11:08:32 UTC",1.0963,127.4821,5.4,149.90,103,"Halmahera, Indonesia"
ak,10633497,2,"Sunday, January  6, 2013 10:39:33 UTC",55.3344,-134.6637,2.3,12.40, 8,"Southeastern Alaska"
uu,60009577,2,"Sunday, January  6, 2013 10:31:14 UTC",44.3957,-110.5062,1.1,2.20,11,"Yellowstone National Park, Wyoming"
ak,10633496,2,"Sunday, January  6, 2013 10:29:06 UTC",55.5744,-135.0396,3.1,19.00,11,"off the coast of Southeastern Alaska"
us,c000ek68,6,"Sunday, January  6, 2013 10:25:08 UTC",1.8626,89.6626,4.8,13.70,57,"North Indian Ocean"
us,c000ek66,A,"Sunday, January  6, 2013 10:20:41 UTC",-17.1909,-174.1568,4.6,100.80,120,"Tonga"
uu,60009572,2,"Sunday, January  6, 2013 10:16:14 UTC",39.1402,-111.5722,1.3,5.50, 5,"Utah"
ak,10632082,2,"Sunday, January  6, 2013 10:14:20 UTC",59.8626,-152.8887,2.6,100.60,54,"Southern Alaska"
nc,71916031,1,"Sunday, January  6, 2013 10:06:16 UTC",38.8238,-122.7972,1.5,3.20,29,"Northern California"
pr,13006001,0,"Sunday, January  6, 2013 10:05:11 UTC",18.5216,-64.2565,2.5,12.00, 5,"Virgin Islands region"
ak,10633494,2,"Sunday, January  6, 2013 10:04:03 UTC",55.4609,-134.9222,2.8,20.00,10,"Southeastern Alaska"
ak,10632079,2,"Sunday, January  6, 2013 09:46:48 UTC",51.4763,-177.1466,1.7,19.60,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10633492,2,"Sunday, January  6, 2013 09:43:46 UTC",55.2854,-134.5862,2.7,20.00, 8,"Southeastern Alaska"
ak,10633491,2,"Sunday, January  6, 2013 09:41:29 UTC",54.6145,-161.7838,1.9,21.20, 6,"Alaska Peninsula"
ak,10633490,2,"Sunday, January  6, 2013 09:40:52 UTC",56.0185,-135.3434,2.9,20.00, 9,"Southeastern Alaska"
ak,10632072,2,"Sunday, January  6, 2013 09:37:32 UTC",61.2485,-150.8334,2.2,54.70,42,"Southern Alaska"
nc,71916021,2,"Sunday, January  6, 2013 09:35:44 UTC",36.5370,-121.1210,1.1,3.90,21,"Central California"
uu,60009547,5,"Sunday, January  6, 2013 09:35:01 UTC",44.3925,-110.5092,1.9,3.40,23,"Yellowstone National Park, Wyoming"
ak,10633488,2,"Sunday, January  6, 2013 09:33:39 UTC",52.5890,-169.2002,2.5,18.20, 6,"Fox Islands, Aleutian Islands, Alaska"
uu,60009537,4,"Sunday, January  6, 2013 09:29:06 UTC",44.3960,-110.5070,2.0,2.70,16,"Yellowstone National Park, Wyoming"
uu,60009532,2,"Sunday, January  6, 2013 09:28:11 UTC",44.3923,-110.5130,1.2,3.60,13,"Yellowstone National Park, Wyoming"
uu,60009527,2,"Sunday, January  6, 2013 09:24:45 UTC",44.3962,-110.5082,1.0,2.70,11,"Yellowstone National Park, Wyoming"
ak,10632070,2,"Sunday, January  6, 2013 09:21:21 UTC",51.5449,-178.2224,1.6,32.20,15,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60009522,4,"Sunday, January  6, 2013 09:17:58 UTC",44.4042,-110.5128,1.2,1.70,14,"Yellowstone National Park, Wyoming"
ak,10632068,2,"Sunday, January  6, 2013 09:16:31 UTC",65.0091,-148.8150,1.0,10.10,13,"northern Alaska"
uu,60009512,3,"Sunday, January  6, 2013 09:15:11 UTC",44.4038,-110.5063,1.3,1.70,11,"Yellowstone National Park, Wyoming"
ak,10633485,2,"Sunday, January  6, 2013 09:02:20 UTC",55.0462,-160.2862,1.7,21.10, 6,"Alaska Peninsula"
uw,60489782,2,"Sunday, January  6, 2013 08:48:48 UTC",48.8003,-122.7717,1.6,19.30,19,"Strait of Georgia, Washington"
pr,13006000,0,"Sunday, January  6, 2013 08:43:53 UTC",18.3715,-68.3677,3.4,97.00,14,"Mona Passage, Dominican Republic"
us,c000ek59,5,"Sunday, January  6, 2013 08:37:30 UTC",55.8098,-135.0901,4.5,10.10,199,"off the coast of Southeastern Alaska"
uu,60009502,5,"Sunday, January  6, 2013 08:36:09 UTC",44.4013,-110.5052,1.3,2.20,14,"Yellowstone National Park, Wyoming"
ci,15270689,2,"Sunday, January  6, 2013 08:27:00 UTC",33.2450,-116.3430,1.5,13.70,80,"Southern California"
ak,10632055,2,"Sunday, January  6, 2013 08:26:19 UTC",63.1046,-150.8818,1.8,131.30,24,"Central Alaska"
ak,10633482,2,"Sunday, January  6, 2013 08:20:27 UTC",60.1044,-153.1580,2.3,143.20,29,"Southern Alaska"
ci,15270681,2,"Sunday, January  6, 2013 08:19:37 UTC",33.2423,-116.3442,2.8,14.10,170,"Southern California"
ak,10633480,2,"Sunday, January  6, 2013 08:16:04 UTC",55.1906,-134.6090,2.4,20.00, 7,"Southeastern Alaska"
us,c000ek56,3,"Sunday, January  6, 2013 08:11:27 UTC",37.5988,142.0770,4.7,35.00,159,"off the east coast of Honshu, Japan"
uu,60009497,5,"Sunday, January  6, 2013 08:07:35 UTC",44.4017,-110.5045,1.6,1.90,13,"Yellowstone National Park, Wyoming"
uu,60009492,5,"Sunday, January  6, 2013 08:07:23 UTC",44.4035,-110.5038,1.0,1.90,10,"Yellowstone National Park, Wyoming"
ak,10633478,2,"Sunday, January  6, 2013 07:59:34 UTC",55.5732,-134.9231,2.4,20.00, 6,"Southeastern Alaska"
hv,60447511,2,"Sunday, January  6, 2013 07:58:52 UTC",19.3648,-155.4113,2.5,10.80,44,"Island of Hawaii, Hawaii"
uu,60009487,4,"Sunday, January  6, 2013 07:38:58 UTC",44.3933,-110.5045,1.2,2.90,13,"Yellowstone National Park, Wyoming"
nn,00398810,9,"Sunday, January  6, 2013 07:38:11 UTC",37.1642,-117.3847,1.4,12.00,13,"Nevada"
